index,Texto,Texto limpio,Categoría
153,"Fácil no es, imposible tampoco.",líderes mundiales desean pronta recuperación amlo,Frase/Pensamiento
43,"Si no me lo dejas claro, saco mis propias conclusiones.",vicente fox llama chachalaca tabasqueña presidente lópez obrador,Frase/Pensamiento
7102,"@MarinMpv Hola, aunque parezca que tenga doble personalidad soy una sola persona. Hay dos motivos por los que he dejado de seguirte:",marinmpv hola aunque parezca doble personalidad sola persona dos motivos dejado seguirte,Microficción
7131,Ella prefirió castillo de arena a hogar en su corazón.,prefirió castillo arena hogar corazón,Microficción
790,"El peor sentimiento es fingir que no te importa algo, cuando en realidad es en lo único que piensas.",martes recibe séptimo embarque vacunas pfizer mil dosis lópezgatell,Frase/Pensamiento
1512,No hay peor pecado que provocar lágrimas en una cara que nos ha regalado sus mejores sonrisas.,repetirá megaapagón país buen servicio energía eléctrica amlo,Frase/Pensamiento
1387,"Y lo peor es que yo te conozco
tanto que podría recordarte quien eres por si lo olvidas.",vuelve viral abuelita regalaron echo dot,Frase/Pensamiento
5666,"@CajonRelatos @JJ_Kastle @M_Floser @Gamacupe @herrera_fk @AsiloOscuro @DagmarSola @informatifarero @Madura_Juventud @buho_net @uncaosbonito Cuando me mordió el unicornio no le di demasiada importancia, apenas lo sentí. Días después comenzó a dolerme la cabeza, sentía un bulto creciendo en mi cráneo. De verdad llegué a pensar que estaba muerto, pero aquello solo supuso un principio. #mismofinal",cajonrelatos jj_kastle m_floser gamacupe herrera_fk asilooscuro dagmarsola informatifarero madura_juventud buho_net uncaosbonito mordió unicornio di demasiada importancia apenas sentí días después comenzó dolerme cabeza sentía bulto creciendo cráneo verdad llegué pensar muerto aquello solo supuso principio mismofinal,Microficción
6207,"@megustaescribir Me olvidé de todo un martes y me dejé llevar. Para mí fue liberador, un hito para los fanáticos de los asesinos de masas. #martesmge",megustaescribir olvidé martes dejé llevar liberador hito fanáticos asesinos masas martesmge,Microficción
2262,"En EU, estábamos listos para juzgar a Cienfuegos, pero México pidió retirar cargos: Mike Vigil https://t.co/9x35utBw5h https://t.co/qVHINgYyeK",reyes magos andrómeda niñonautas kirén miret,Noticia
1841,"""No prometas cuando estés feliz, no respondas cuando estés enfadado y tampoco decidas cuando estés triste.""",improvisación gubernamental sputnik v columnaspolíticas jueves,Frase/Pensamiento
5180,"Dejó caer el arma y se dio la vuelta.Perdonó la vida al asesino de su padre y, 3 pasos más tarde, se dio cuenta de su error #PanicoSiniestro",dejó caer arma dio vueltaperdonó vida asesino padre pasos tarde dio cuenta error panicosiniestro,Microficción
7180,-Esto es muy importante-le dije a mi joven yo.-No inviertas la polaridad del campo o destruirás la ciudad. #historiaslocasmge,importantele dije joven yono inviertas polaridad campo destruirás ciudad historiaslocasmge,Microficción
7377,"Ella lo amaba, y él lo amaba. ¿De qué otra forma podían interpretarse sus actitudes? ""Quien bien te quiera te hará llorar"", decían, y él era experto en eso. Ella en disimular tanto amor con maquillaje.",amaba amaba forma podían interpretarse actitudes bien quiera hará llorar decían experto disimular amor maquillaje,Microficción
1465,"""No hay nada más bonito que una historia que empieza por una casualidad.""",analizará si puede desaparecer ift aunque tratado comercio amlo,Frase/Pensamiento
3237,"El coronavirus, junto con los problemas cardiacos, se convirtió en 2020 en una de las principales causas de decesos.
https://t.co/CIX0M7Uqvn",palabras letras perfección mamá,Noticia
5955,- Esto me va a doler más a mí que a ti - le dijo a su mano izquierda alzando el cuchillo de carnicero.,va doler dijo mano izquierda alzando cuchillo carnicero,Microficción
4719,#PrimerasPlanas🌍 | Biden comienza esfuerzo anti-Covid y Cataluña no define elecciones https://t.co/4eJzGacCHc https://t.co/LLcXvrUYUe,cosas cambian simplemente comprenderlas aceptarlas seguir adelante,Noticia
6976,"Todos los ex en su haber eran poetas; beodos, incomprendidos y turbulentos. Desde joven supo que le gustaba la mala vida.",ex haber poetas beodos incomprendidos turbulentos joven supo gustaba mala vida,Microficción
219,"“La primera vez que te vi, honestamente no sabía que ibas a ser tan importante.”",rechaza anaya convertirse diputado quiere ser candidato presidencial vez,Frase/Pensamiento
7171,Cuando pensaba en el futuro le llenaba de pavor que su calle en unos años pasara a llamarseJustin Bieber o Fonsi.,pensaba futuro llenaba pavor calle años pasara llamarsejustin bieber fonsi,Microficción
5203,Lo bueno de ser poeta es que los males de amor pasan rápido. Apenas tres poemas y ya se obsesionan con otra musa de carne y beso.,bueno ser poeta males amor pasan rápido apenas tres poemas obsesionan musa carne beso,Microficción
3535,"Tras incendio, Líneas 4, 5 y 6 del Metro podrían operar en 48 horas https://t.co/koM9R4evO0 https://t.co/Tn5whOpo15",mujer enamora verdad hombre única persona capaz arruinar amor mismo hombre,Noticia
1122,"""Lo que tiene que ser, será... a su tiempo y en su momento; solo hay que confiar y esperar con paciencia.""",shakira vende derechos canciones fondo inversión inglés,Frase/Pensamiento
2419,"México, el país con más personas vacunadas en AL; 11 de enero iniciará vacunación en todo el país https://t.co/WGETtDRkf3 https://t.co/oSmfuYAuGg",eliminar ift violaría artículo tmec labardini,Noticia
17,"Cuando maduras no le temes al compromiso, le temes es a perder tu tiempo.",cossío analiza libro daño irreparable criminal gestión pandemia méxico,Frase/Pensamiento
6257,@EdyNightmare Cuando le arrancaron la tercera uña confesó. Viendo los ojos vidriosos de su torturador supo que la información era lo de menos.,edynightmare arrancaron tercera uña confesó viendo ojos vidriosos torturador supo información menos,Microficción
7784,@Viejo_Cthulhu por mensaje privado le copié el texto.,viejo_cthulhu mensaje privado copié texto,Microficción
2054,"La distancia no olvida, lo que el corazón recuerda.",san fernando dice sánchez cordero cuerpos hallados tamaulipas,Frase/Pensamiento
1083,"Tantas formas de sufrir, y yo elegí enamorarme.",miles banderas simbolizan podrán acudir toma protesta biden videos,Frase/Pensamiento
6524,"Psicópata.
Le prometió llenar los floreros con rosas pero, ¿humanas? 
#CuentosDe10",psicópata prometió llenar floreros rosas humanas cuentosde10,Microficción
4839,"Distinguen a Laurent Raymond Loinard con premio de la Academia de Ciencias para el Mundo en Desarrollo | #Video
https://t.co/d0PBKHujmt https://t.co/cPdSjYpVPz",sonrisa quiero hijos,Noticia
3025,Otomíes protestan en la termoeléctrica de Huexca  https://t.co/P30SnEswLq https://t.co/gUlQpxozUH,madre enseñó nueve meses hace falta ver alguien poder amarlo,Noticia
3633,Busca Economía que Ford amplíe operaciones en México https://t.co/cS9aH1DBd0 https://t.co/l4ZuFTcmP6,vida espejo sonríe si miras sonriendo,Noticia
5535,"Un efímero gesto fue suficiente para que nos fuéramos juntos a un cuarto a quitarnos la ropa y entregarnos el uno al otro. Un ""no ha sucedido"" fue suficiente para saber que en la otra sala era tu marido el que te estaba buscando. #jueverotic",efímero gesto suficiente juntos cuarto quitarnos ropa entregarnos sucedido suficiente saber sala marido buscando jueverotic,Microficción
5880,"- Cariño, no juegues con los gusanos, es asqueroso.
-es que no dejan de salirme de la tripa, mamá. #microhorror",cariño juegues gusanos asqueroso dejan salirme tripa mamá microhorror,Microficción
6920,"La mujer gritó angustiada al ver su ropa revuelta por la habitación aderezada por pedazos de papel higiénico y una cucaracha muerta. Su gato, orgulloso, la miraba sentado en el centro de su lienzo.",mujer gritó angustiada ver ropa revuelta habitación aderezada pedazos papel higiénico cucaracha muerta gato orgulloso miraba sentado centro lienzo,Microficción
3884,"#AristeguiEnVivo | En un contexto de incertidumbre por la pandemia, han surgido intentos de estafa. En la conferencia de ayer, el subsecretario López-Gatell alertó sobre una falsa página para la venta de la vacuna y una supuesta brigada de vacunación https://t.co/BUb23FXaFH https://t.co/ojGSNYfEMm",verdadero hombre aquel caballero lastime mujer jamás expresará mal,Noticia
534,"Que te haga cosquillas, que te haga reír, que te llene de besos, que juegue contigo como si fuesen niños. Eso es amor.",aristeguienvivo hicimos investigación dea mandaron documento acusando cienfuegos luego desistieron alejandro gertz manero titular fgrmexico aquí,Frase/Pensamiento
261,"No me gusta extrañar porque significa que me acostumbré a alguien, y acostumbrarse a una persona es lo peor del mundo cuando se aleja.",retener boletas calificación escuela privada debe violar acceso derecho educación scjn,Frase/Pensamiento
5784,"@JJ_Kastle La gata miraba atentamente el rincón vacío de la habitación. Mientras, el fantasma no se atrevía a materializarse, no quería ser atacado y que le destrozaran su sábana nueva. #Apartirde10palabras",jj_kastle gata miraba atentamente rincón vacío habitación mientras fantasma atrevía materializarse quería ser atacado destrozaran sábana nueva apartirde10palabras,Microficción
654,Te quiero: La palabra más dicha por muchos y demostrada por pocos.,omite fgr vehículo militar reconstrucción hechos balacera nuevo laredo,Frase/Pensamiento
574,𝗤𝘂𝗶𝗲𝗻 𝘁𝗲 𝗾𝘂𝗶𝗲𝗿𝗲 𝗵𝗮𝗰𝗲 𝗾𝘂𝗲 𝘁𝗲 𝗾𝘂𝗶𝗲𝗿𝗮𝘀.,fragmentos mujer familia medianoche tres películas ver casa i videos,Frase/Pensamiento
7765,@diarioberenjena Gracias. A ver si para la próxima tengo la oportunidad.,diarioberenjena gracias ver si próxima oportunidad,Microficción
771,"No quiero ser un capítulo, quiero ser tu historia.",fin semana presidente lópez obrador participó siete actividades públicas cena empresarios recorrió tres república aquí dejamos mapa recorrido,Frase/Pensamiento
5850,"HUECO
Lo sintió como un disparo en la barriga que fue creciendo por dentro hasta llegarle al corazón. Todas las mariposas murieron cuando le dijo que habían terminado. Solo quedaron las larvas que se alimentaron de su interior.",hueco sintió disparo barriga creciendo dentro llegarle corazón todas mariposas murieron dijo terminado solo quedaron larvas alimentaron interior,Microficción
6269,"Se robaban besos y caricias, acomodados entre nubes, causando tormentas.",robaban besos caricias acomodados nubes causando tormentas,Microficción
2000,"""Una relación de muchos años y no de muchos daño.""",aristeguienvivo partir semana tocará joe biden reparar destrozos administración trump pandemia reactivación económica recomponer agenda bilateral palabras analilia_perezm periodista,Frase/Pensamiento
6649,"-Te cambio 3 marcianos por un dothrku.
-¿Qué dices? Es un nivel 3 en telepatía. Pero si me das 12 humanos…
-11 y hay trato.
-De acuerdo.
-A los de Ganímedes les pierde el estómago – le explicó su padre cuando se alejaban con el dothrku.
#Ficcionómica @ficcionomica",cambio marcianos dothrku dices nivel telepatía si das humanos trato acuerdo ganímedes pierde estómago explicó padre alejaban dothrku ficcionómica ficcionomica,Microficción
6886,La perversión que conocía palidece a los encantos que irradia esa sonrisa que invita a comerte entera empezando por el postre. #jueverotic,perversión conocía palidece encantos irradia sonrisa invita comerte entera empezando postre jueverotic,Microficción
4464,Vuelve Raúl Jiménez a los entrenamientos con Wolverhampton https://t.co/b7dz0kLaMX https://t.co/x7BFVMAOHC,sueños estrellas puedes tocar si persigues llevarán destino,Noticia
3691,¿Habrá Juegos Olímpicos este año en Japón? | Video https://t.co/9WyuF65kR8 https://t.co/UOddJfx24z,personas creen sonrisa rostro feliz vida perfecta así,Noticia
6868,"FALSAS APARIENCIAS. 
La pradera de tus ojos ocultaba minas antipersona. 
#cuentosde10",falsas apariencias pradera ojos ocultaba minas antipersona cuentosde10,Microficción
2733,"Miércoles llega a México principio activo de vacuna AstraZeneca; se producirían 1 millón de dosis: López-Gatell
https://t.co/WwO91myb4s https://t.co/HK7NUeyyq6",querer decir saber mejor decir,Noticia
1471,"""El problema de las mentes cerradas es que siempre tienen la boca abierta.""",gobierno yemení confirma muertos ataque adén incluidos trabajadores cruz roja,Frase/Pensamiento
903,"""Un Príncipe no es aquel que tiene un palacio y mucha fortuna, sino aquel que te respeta, te protege y te quiere.""",biden dice congreso debe decidir hacer juicio político trump,Frase/Pensamiento
1441,“Sonreír no significa ser feliz.”,anuncia keiko fujimori indultará padre si elegida presidenta perú,Frase/Pensamiento
7672,@CajonRelatos https://t.co/YEyzkAvizg,cajonrelatos,Microficción
6673,"-Acabo de conseguir el Pokemon esmeralda.
Enfrente, un niño mendigaba.",acabo conseguir pokemon esmeralda enfrente niño mendigaba,Microficción
1708,"""Tu decides quien eres, no la sociedad.""",pandemia llaman apoyar empresas trabajadores entérate,Frase/Pensamiento
7577,La abogada del diablo no tenía ni idea de leyes pero sus curvas y sus artes amatorias lo compensaban generosamente.,abogada diablo idea leyes curvas artes amatorias compensaban generosamente,Microficción
